weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,shares
1,0,0,0,0,0,0,0,2000
1,0,0,0,0,0,0,0,909
1,0,0,0,0,0,0,0,705
1,0,0,0,0,0,0,0,2700
1,0,0,0,0,0,0,0,1900
1,0,0,0,0,0,0,0,636
1,0,0,0,0,0,0,0,432
1,0,0,0,0,0,0,0,5300
1,0,0,0,0,0,0,0,1300
1,0,0,0,0,0,0,0,1900
1,0,0,0,0,0,0,0,1700
1,0,0,0,0,0,0,0,1800
1,0,0,0,0,0,0,0,586
1,0,0,0,0,0,0,0,1100
1,0,0,0,0,0,0,0,1500
1,0,0,0,0,0,0,0,1700
1,0,0,0,0,0,0,0,1600
1,0,0,0,0,0,0,0,1500
1,0,0,0,0,0,0,0,862
1,0,0,0,0,0,0,0,2600
1,0,0,0,0,0,0,0,4900
1,0,0,0,0,0,0,0,2700
1,0,0,0,0,0,0,0,727
1,0,0,0,0,0,0,0,498
1,0,0,0,0,0,0,0,1300
1,0,0,0,0,0,0,0,1300
1,0,0,0,0,0,0,0,884
1,0,0,0,0,0,0,0,39400
1,0,0,0,0,0,0,0,811
1,0,0,0,0,0,0,0,5200
1,0,0,0,0,0,0,0,756
1,0,0,0,0,0,0,0,498
1,0,0,0,0,0,0,0,1300
1,0,0,0,0,0,0,0,440
1,0,0,0,0,0,0,0,2800
1,0,0,0,0,0,0,0,1200
1,0,0,0,0,0,0,0,1300
1,0,0,0,0,0,0,0,718
1,0,0,0,0,0,0,0,1400
1,0,0,0,0,0,0,0,2400
1,0,0,0,0,0,0,0,1200
0,1,0,0,0,0,0,0,6800
0,1,0,0,0,0,0,0,866
0,1,0,0,0,0,0,0,5000
0,1,0,0,0,0,0,0,1200
0,1,0,0,0,0,0,0,3200
0,1,0,0,0,0,0,0,442
0,1,0,0,0,0,0,0,2900
0,1,0,0,0,0,0,0,1900
0,1,0,0,0,0,0,0,2400
0,1,0,0,0,0,0,0,730
0,1,0,0,0,0,0,0,5900
0,1,0,0,0,0,0,0,458
0,1,0,0,0,0,0,0,2100
0,1,0,0,0,0,0,0,1600
0,1,0,0,0,0,0,0,2500
0,1,0,0,0,0,0,0,5400
0,1,0,0,0,0,0,0,3800
0,1,0,0,0,0,0,0,5500
0,1,0,0,0,0,0,0,1900
0,1,0,0,0,0,0,0,463
0,1,0,0,0,0,0,0,368
0,1,0,0,0,0,0,0,1300
0,1,0,0,0,0,0,0,1200
0,1,0,0,0,0,0,0,17100
0,1,0,0,0,0,0,0,2300
0,1,0,0,0,0,0,0,568
0,1,0,0,0,0,0,0,2200
0,1,0,0,0,0,0,0,968
0,1,0,0,0,0,0,0,1800
0,1,0,0,0,0,0,0,2000
0,1,0,0,0,0,0,0,685
0,1,0,0,0,0,0,0,6300
0,1,0,0,0,0,0,0,2000
0,1,0,0,0,0,0,0,902
0,1,0,0,0,0,0,0,1200
0,1,0,0,0,0,0,0,1700
0,1,0,0,0,0,0,0,5100
0,1,0,0,0,0,0,0,933
0,1,0,0,0,0,0,0,1000
0,1,0,0,0,0,0,0,660
0,1,0,0,0,0,0,0,2600
0,1,0,0,0,0,0,0,757
0,1,0,0,0,0,0,0,1300
0,1,0,0,0,0,0,0,514
0,1,0,0,0,0,0,0,2100
0,0,1,0,0,0,0,0,1900
0,0,1,0,0,0,0,0,615
0,0,1,0,0,0,0,0,504
0,0,1,0,0,0,0,0,1300
0,0,1,0,0,0,0,0,1400
0,0,1,0,0,0,0,0,900
0,0,1,0,0,0,0,0,575
0,0,1,0,0,0,0,0,1700
0,0,1,0,0,0,0,0,3400
0,0,1,0,0,0,0,0,2500
0,0,1,0,0,0,0,0,2100
0,0,1,0,0,0,0,0,1200
0,0,1,0,0,0,0,0,6400
0,0,1,0,0,0,0,0,1400
0,0,1,0,0,0,0,0,2100
0,0,1,0,0,0,0,0,1900
0,0,1,0,0,0,0,0,1600
0,0,1,0,0,0,0,0,11400
0,0,1,0,0,0,0,0,1300
0,0,1,0,0,0,0,0,1200
0,0,1,0,0,0,0,0,2200
0,0,1,0,0,0,0,0,4100
0,0,1,0,0,0,0,0,1500
0,0,1,0,0,0,0,0,3400
0,0,1,0,0,0,0,0,460
0,0,1,0,0,0,0,0,554
0,0,1,0,0,0,0,0,712
0,0,1,0,0,0,0,0,438
0,0,1,0,0,0,0,0,3100
0,0,1,0,0,0,0,0,51900
0,0,1,0,0,0,0,0,935
0,0,1,0,0,0,0,0,3500
0,0,1,0,0,0,0,0,3000
0,0,1,0,0,0,0,0,917
0,0,1,0,0,0,0,0,673
0,0,1,0,0,0,0,0,938
0,0,1,0,0,0,0,0,1200
0,0,1,0,0,0,0,0,2100
0,0,1,0,0,0,0,0,672
0,0,0,1,0,0,0,0,1100
0,0,0,1,0,0,0,0,1100
0,0,0,1,0,0,0,0,1800
0,0,0,1,0,0,0,0,610
0,0,0,1,0,0,0,0,2400
0,0,0,1,0,0,0,0,1300
0,0,0,1,0,0,0,0,2500
0,0,0,1,0,0,0,0,2900
0,0,0,1,0,0,0,0,1600
0,0,0,1,0,0,0,0,998
0,0,0,1,0,0,0,0,1100
0,0,0,1,0,0,0,0,4000
0,0,0,1,0,0,0,0,2900
0,0,0,1,0,0,0,0,4200
0,0,0,1,0,0,0,0,1200
0,0,0,1,0,0,0,0,2000
0,0,0,1,0,0,0,0,715
0,0,0,1,0,0,0,0,1900
0,0,0,1,0,0,0,0,756
0,0,0,1,0,0,0,0,592
0,0,0,1,0,0,0,0,2600
0,0,0,1,0,0,0,0,1100
0,0,0,1,0,0,0,0,2300
0,0,0,1,0,0,0,0,7200
0,0,0,1,0,0,0,0,3500
0,0,0,1,0,0,0,0,2900
0,0,0,1,0,0,0,0,3400
0,0,0,1,0,0,0,0,771
0,0,0,0,1,0,0,0,1700
0,0,0,0,1,0,0,0,577
0,0,0,0,1,0,0,0,1100
0,0,0,0,1,0,0,0,536
0,0,0,0,1,0,0,0,3300
0,0,0,0,1,0,0,0,1300
0,0,0,0,1,0,0,0,3100
0,0,0,0,1,0,0,0,8000
0,0,0,0,1,0,0,0,3600
0,0,0,0,1,0,0,0,1300
0,0,0,0,1,0,0,0,2900
0,0,0,0,1,0,0,0,1200
0,0,0,0,1,0,0,0,2400
0,0,0,0,1,0,0,0,1500
0,0,0,0,1,0,0,0,721
0,0,0,0,1,0,0,0,1700
0,0,0,0,1,0,0,0,2200
0,0,0,0,1,0,0,0,561
0,0,0,0,1,0,0,0,715
0,0,0,0,1,0,0,0,2800
0,0,0,0,1,0,0,0,1800
0,0,0,0,1,0,0,0,930
0,0,0,0,1,0,0,0,1500
0,0,0,0,1,0,0,0,1200
0,0,0,0,1,0,0,0,1900
0,0,0,0,1,0,0,0,1500
0,0,0,0,1,0,0,0,1200
0,0,0,0,1,0,0,0,2200
0,0,0,0,1,0,0,0,1200
0,0,0,0,1,0,0,0,1100
0,0,0,0,1,0,0,0,2700
0,0,0,0,1,0,0,0,2600
0,0,0,0,0,1,0,1,1900
0,0,0,0,0,1,0,1,7700
0,0,0,0,0,1,0,1,2300
0,0,0,0,0,1,0,1,3200
0,0,0,0,0,1,0,1,3100
0,0,0,0,0,1,0,1,2600
0,0,0,0,0,1,0,1,7800
0,0,0,0,0,1,0,1,5800
0,0,0,0,0,1,0,1,2200
0,0,0,0,0,0,1,1,9800
0,0,0,0,0,0,1,1,4200
0,0,0,0,0,0,1,1,3500
0,0,0,0,0,0,1,1,1600
0,0,0,0,0,0,1,1,4400
0,0,0,0,0,0,1,1,1300
0,0,0,0,0,0,1,1,5700
0,0,0,0,0,0,1,1,2200
0,0,0,0,0,0,1,1,2100
0,0,0,0,0,0,1,1,827
0,0,0,0,0,0,1,1,2500
1,0,0,0,0,0,0,0,1100
1,0,0,0,0,0,0,0,1100
1,0,0,0,0,0,0,0,423
1,0,0,0,0,0,0,0,1000
1,0,0,0,0,0,0,0,2100
1,0,0,0,0,0,0,0,1000
1,0,0,0,0,0,0,0,1900
1,0,0,0,0,0,0,0,1100
1,0,0,0,0,0,0,0,1900
1,0,0,0,0,0,0,0,3700
1,0,0,0,0,0,0,0,1600
1,0,0,0,0,0,0,0,2100
1,0,0,0,0,0,0,0,1800
1,0,0,0,0,0,0,0,1600
1,0,0,0,0,0,0,0,2700
1,0,0,0,0,0,0,0,971
1,0,0,0,0,0,0,0,1700
1,0,0,0,0,0,0,0,2800
1,0,0,0,0,0,0,0,718
1,0,0,0,0,0,0,0,4500
1,0,0,0,0,0,0,0,533
1,0,0,0,0,0,0,0,6500
1,0,0,0,0,0,0,0,987
1,0,0,0,0,0,0,0,4100
1,0,0,0,0,0,0,0,936
1,0,0,0,0,0,0,0,1200
0,1,0,0,0,0,0,0,1700
0,1,0,0,0,0,0,0,940
0,1,0,0,0,0,0,0,560
0,1,0,0,0,0,0,0,1500
0,1,0,0,0,0,0,0,1200
0,1,0,0,0,0,0,0,2100
0,1,0,0,0,0,0,0,3000
0,1,0,0,0,0,0,0,1800
0,1,0,0,0,0,0,0,589
0,1,0,0,0,0,0,0,473
0,1,0,0,0,0,0,0,532
0,1,0,0,0,0,0,0,342
0,1,0,0,0,0,0,0,1700
0,1,0,0,0,0,0,0,2700
0,1,0,0,0,0,0,0,1100
0,1,0,0,0,0,0,0,522
0,1,0,0,0,0,0,0,1100
0,1,0,0,0,0,0,0,1500
0,1,0,0,0,0,0,0,5500
0,1,0,0,0,0,0,0,1200
0,1,0,0,0,0,0,0,823
0,1,0,0,0,0,0,0,2500
0,1,0,0,0,0,0,0,1900
0,1,0,0,0,0,0,0,689
0,1,0,0,0,0,0,0,1100
0,1,0,0,0,0,0,0,2600
0,1,0,0,0,0,0,0,1900
0,1,0,0,0,0,0,0,3200
0,1,0,0,0,0,0,0,2500
0,0,1,0,0,0,0,0,2800
0,0,1,0,0,0,0,0,956
0,0,1,0,0,0,0,0,1000
0,0,1,0,0,0,0,0,2500
0,0,1,0,0,0,0,0,910
0,0,1,0,0,0,0,0,623
0,0,1,0,0,0,0,0,508
0,0,1,0,0,0,0,0,909
0,0,1,0,0,0,0,0,999
0,0,1,0,0,0,0,0,825
0,0,1,0,0,0,0,0,2400
0,0,1,0,0,0,0,0,1300
0,0,1,0,0,0,0,0,2100
0,0,1,0,0,0,0,0,2000
0,0,1,0,0,0,0,0,2600
0,0,1,0,0,0,0,0,10200
0,0,1,0,0,0,0,0,1500
0,0,1,0,0,0,0,0,957
0,0,1,0,0,0,0,0,1800
0,0,1,0,0,0,0,0,1500
0,0,1,0,0,0,0,0,7400
0,0,1,0,0,0,0,0,2700
0,0,1,0,0,0,0,0,445
0,0,1,0,0,0,0,0,2000
0,0,1,0,0,0,0,0,1500
0,0,1,0,0,0,0,0,929
0,0,1,0,0,0,0,0,1200
0,0,1,0,0,0,0,0,1500
0,0,1,0,0,0,0,0,8300
0,0,1,0,0,0,0,0,8300
0,0,1,0,0,0,0,0,581
0,0,1,0,0,0,0,0,730
0,0,1,0,0,0,0,0,4700
0,0,1,0,0,0,0,0,1700
0,0,1,0,0,0,0,0,886
0,0,1,0,0,0,0,0,2100
0,0,1,0,0,0,0,0,1300
0,0,1,0,0,0,0,0,3900
0,0,1,0,0,0,0,0,39200
0,0,1,0,0,0,0,0,876
0,0,1,0,0,0,0,0,1800
0,0,1,0,0,0,0,0,1100
0,0,1,0,0,0,0,0,6000
0,0,0,1,0,0,0,0,555
0,0,0,1,0,0,0,0,13800
0,0,0,1,0,0,0,0,4400
0,0,0,1,0,0,0,0,1900
0,0,0,1,0,0,0,0,1100
0,0,0,1,0,0,0,0,1000
0,0,0,1,0,0,0,0,1600
0,0,0,1,0,0,0,0,9500
0,0,0,1,0,0,0,0,1300
0,0,0,1,0,0,0,0,949
0,0,0,1,0,0,0,0,2100
0,0,0,1,0,0,0,0,785
0,0,0,1,0,0,0,0,3600
0,0,0,1,0,0,0,0,515
0,0,0,1,0,0,0,0,5000
0,0,0,1,0,0,0,0,1200
0,0,0,1,0,0,0,0,527
0,0,0,1,0,0,0,0,632
0,0,0,1,0,0,0,0,998
0,0,0,1,0,0,0,0,400
0,0,0,1,0,0,0,0,1000
0,0,0,1,0,0,0,0,2200
0,0,0,1,0,0,0,0,1200
0,0,0,1,0,0,0,0,482
0,0,0,1,0,0,0,0,1300
0,0,0,1,0,0,0,0,2100
0,0,0,1,0,0,0,0,1300
0,0,0,1,0,0,0,0,2000
0,0,0,1,0,0,0,0,3900
0,0,0,1,0,0,0,0,2100
0,0,0,1,0,0,0,0,1800
0,0,0,1,0,0,0,0,1700
0,0,0,1,0,0,0,0,10700
0,0,0,1,0,0,0,0,1500
0,0,0,1,0,0,0,0,763
0,0,0,1,0,0,0,0,532
0,0,0,0,1,0,0,0,3200
0,0,0,0,1,0,0,0,942
0,0,0,0,1,0,0,0,1400
0,0,0,0,1,0,0,0,4800
0,0,0,0,1,0,0,0,11800
0,0,0,0,1,0,0,0,3400
0,0,0,0,1,0,0,0,4500
0,0,0,0,1,0,0,0,4300
0,0,0,0,1,0,0,0,2600
0,0,0,0,1,0,0,0,3900
0,0,0,0,1,0,0,0,3100
0,0,0,0,1,0,0,0,1600
0,0,0,0,1,0,0,0,928
0,0,0,0,1,0,0,0,921
0,0,0,0,1,0,0,0,2100
0,0,0,0,1,0,0,0,2700
0,0,0,0,1,0,0,0,1100
0,0,0,0,1,0,0,0,1200
0,0,0,0,1,0,0,0,2100
0,0,0,0,1,0,0,0,1200
0,0,0,0,1,0,0,0,931
0,0,0,0,1,0,0,0,475
0,0,0,0,1,0,0,0,1100
0,0,0,0,1,0,0,0,1200
0,0,0,0,1,0,0,0,705
0,0,0,0,1,0,0,0,1600
0,0,0,0,1,0,0,0,3800
0,0,0,0,1,0,0,0,1000
0,0,0,0,1,0,0,0,8000
0,0,0,0,1,0,0,0,1400
0,0,0,0,1,0,0,0,1100
0,0,0,0,0,1,0,1,10800
0,0,0,0,0,1,0,1,2200
0,0,0,0,0,1,0,1,2900
0,0,0,0,0,1,0,1,1300
0,0,0,0,0,1,0,1,4900
0,0,0,0,0,1,0,1,2200
0,0,0,0,0,1,0,1,3900
0,0,0,0,0,1,0,1,6300
0,0,0,0,0,1,0,1,1300
0,0,0,0,0,1,0,1,1400
0,0,0,0,0,0,1,1,8200
0,0,0,0,0,0,1,1,1500
0,0,0,0,0,0,1,1,6400
0,0,0,0,0,0,1,1,1100
0,0,0,0,0,0,1,1,1300
0,0,0,0,0,0,1,1,6100
0,0,0,0,0,0,1,1,1400
0,0,0,0,0,0,1,1,2800
0,0,0,0,0,0,1,1,4800
1,0,0,0,0,0,0,0,1200
1,0,0,0,0,0,0,0,469
1,0,0,0,0,0,0,0,1800
1,0,0,0,0,0,0,0,506
1,0,0,0,0,0,0,0,2000
1,0,0,0,0,0,0,0,590
1,0,0,0,0,0,0,0,565
1,0,0,0,0,0,0,0,2400
1,0,0,0,0,0,0,0,1100
1,0,0,0,0,0,0,0,1200
1,0,0,0,0,0,0,0,3000
1,0,0,0,0,0,0,0,1400
1,0,0,0,0,0,0,0,2000
1,0,0,0,0,0,0,0,2800
1,0,0,0,0,0,0,0,460
1,0,0,0,0,0,0,0,1700
1,0,0,0,0,0,0,0,706
1,0,0,0,0,0,0,0,583
1,0,0,0,0,0,0,0,830
1,0,0,0,0,0,0,0,507
1,0,0,0,0,0,0,0,542
1,0,0,0,0,0,0,0,2400
1,0,0,0,0,0,0,0,30200
1,0,0,0,0,0,0,0,2000
1,0,0,0,0,0,0,0,1300
1,0,0,0,0,0,0,0,3100
1,0,0,0,0,0,0,0,1200
1,0,0,0,0,0,0,0,1900
1,0,0,0,0,0,0,0,559
1,0,0,0,0,0,0,0,3000
1,0,0,0,0,0,0,0,401
1,0,0,0,0,0,0,0,4400
1,0,0,0,0,0,0,0,1100
1,0,0,0,0,0,0,0,2400
1,0,0,0,0,0,0,0,1200
1,0,0,0,0,0,0,0,1200
1,0,0,0,0,0,0,0,4300
1,0,0,0,0,0,0,0,2100
0,1,0,0,0,0,0,0,969
0,1,0,0,0,0,0,0,6700
0,1,0,0,0,0,0,0,1000
0,1,0,0,0,0,0,0,1200
0,1,0,0,0,0,0,0,2700
0,1,0,0,0,0,0,0,3200
0,1,0,0,0,0,0,0,3100
0,1,0,0,0,0,0,0,11400
0,1,0,0,0,0,0,0,4400
0,1,0,0,0,0,0,0,1500
0,1,0,0,0,0,0,0,769
0,1,0,0,0,0,0,0,1400
0,1,0,0,0,0,0,0,3000
0,1,0,0,0,0,0,0,4100
0,1,0,0,0,0,0,0,6300
0,1,0,0,0,0,0,0,532
0,1,0,0,0,0,0,0,559
0,1,0,0,0,0,0,0,3100
0,1,0,0,0,0,0,0,1500
0,1,0,0,0,0,0,0,1100
0,1,0,0,0,0,0,0,790
0,1,0,0,0,0,0,0,792
0,1,0,0,0,0,0,0,1900
0,1,0,0,0,0,0,0,6000
0,1,0,0,0,0,0,0,969
0,1,0,0,0,0,0,0,3000
0,1,0,0,0,0,0,0,990
0,1,0,0,0,0,0,0,1600
0,1,0,0,0,0,0,0,11100
0,1,0,0,0,0,0,0,1000
0,1,0,0,0,0,0,0,534
0,1,0,0,0,0,0,0,980
0,1,0,0,0,0,0,0,2800
0,1,0,0,0,0,0,0,1300
0,1,0,0,0,0,0,0,1100
0,1,0,0,0,0,0,0,1200
0,1,0,0,0,0,0,0,3400
0,1,0,0,0,0,0,0,1000
0,1,0,0,0,0,0,0,5200
0,1,0,0,0,0,0,0,1100
0,1,0,0,0,0,0,0,1600
0,1,0,0,0,0,0,0,1800
0,1,0,0,0,0,0,0,531
0,1,0,0,0,0,0,0,6300
0,1,0,0,0,0,0,0,691
0,1,0,0,0,0,0,0,1200
0,1,0,0,0,0,0,0,3400
0,1,0,0,0,0,0,0,649
0,1,0,0,0,0,0,0,3600
0,0,1,0,0,0,0,0,853
0,0,1,0,0,0,0,0,1500
0,0,1,0,0,0,0,0,436
0,0,1,0,0,0,0,0,469
0,0,1,0,0,0,0,0,3000
0,0,1,0,0,0,0,0,10300
0,0,1,0,0,0,0,0,1300
0,0,1,0,0,0,0,0,659
0,0,1,0,0,0,0,0,2100
0,0,1,0,0,0,0,0,1200
0,0,1,0,0,0,0,0,1100
0,0,1,0,0,0,0,0,1800
0,0,1,0,0,0,0,0,990
0,0,1,0,0,0,0,0,1500
0,0,1,0,0,0,0,0,707
0,0,1,0,0,0,0,0,1200
0,0,1,0,0,0,0,0,2400
0,0,1,0,0,0,0,0,1200
0,0,1,0,0,0,0,0,1300
0,0,1,0,0,0,0,0,935
0,0,1,0,0,0,0,0,745
0,0,1,0,0,0,0,0,912
0,0,1,0,0,0,0,0,1000
0,0,1,0,0,0,0,0,1600
0,0,1,0,0,0,0,0,3400
0,0,1,0,0,0,0,0,2000
0,0,1,0,0,0,0,0,2400
0,0,1,0,0,0,0,0,758
0,0,1,0,0,0,0,0,412
0,0,1,0,0,0,0,0,909
0,0,1,0,0,0,0,0,1200
0,0,1,0,0,0,0,0,1200
0,0,1,0,0,0,0,0,1500
0,0,1,0,0,0,0,0,511
0,0,1,0,0,0,0,0,435
0,0,1,0,0,0,0,0,1800
0,0,1,0,0,0,0,0,2300
0,0,1,0,0,0,0,0,866
0,0,1,0,0,0,0,0,849
0,0,0,1,0,0,0,0,16800
0,0,0,1,0,0,0,0,1500
0,0,0,1,0,0,0,0,1000
0,0,0,1,0,0,0,0,1600
0,0,0,1,0,0,0,0,1100
0,0,0,1,0,0,0,0,998
0,0,0,1,0,0,0,0,386
0,0,0,1,0,0,0,0,4100
0,0,0,1,0,0,0,0,3700
0,0,0,1,0,0,0,0,857
0,0,0,1,0,0,0,0,593
0,0,0,1,0,0,0,0,3200
0,0,0,1,0,0,0,0,2800
0,0,0,1,0,0,0,0,849
0,0,0,1,0,0,0,0,340
0,0,0,1,0,0,0,0,687
0,0,0,1,0,0,0,0,1100
0,0,0,1,0,0,0,0,1000
0,0,0,1,0,0,0,0,886
0,0,0,1,0,0,0,0,2700
0,0,0,1,0,0,0,0,3000
0,0,0,1,0,0,0,0,397
0,0,0,1,0,0,0,0,380
0,0,0,1,0,0,0,0,1700
0,0,0,1,0,0,0,0,2100
0,0,0,1,0,0,0,0,1700
0,0,0,1,0,0,0,0,1800
0,0,0,1,0,0,0,0,3100
0,0,0,1,0,0,0,0,3500
0,0,0,1,0,0,0,0,2300
0,0,0,1,0,0,0,0,1600
0,0,0,1,0,0,0,0,2500
0,0,0,1,0,0,0,0,1200
0,0,0,1,0,0,0,0,3500
0,0,0,1,0,0,0,0,6700
0,0,0,1,0,0,0,0,1000
0,0,0,1,0,0,0,0,853
0,0,0,1,0,0,0,0,825
0,0,0,1,0,0,0,0,1000
0,0,0,1,0,0,0,0,657
0,0,0,0,1,0,0,0,1100
0,0,0,0,1,0,0,0,444
0,0,0,0,1,0,0,0,1100
0,0,0,0,1,0,0,0,2800
0,0,0,0,1,0,0,0,2100
0,0,0,0,1,0,0,0,828
0,0,0,0,1,0,0,0,1600
0,0,0,0,1,0,0,0,1600
